#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Créditos Extraordinarios,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0601C,92500,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13441.8,,13441.8,5203.28,
0601C,92500,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23245.68,,23245.68,11622.84,
0601C,92500,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,26253.0,,26253.0,18359.6,
0601C,92500,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,5628.83,,5628.83,7263.0,
0601C,92500,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,13405.83,,13405.83,13289.55,
0601C,92500,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,26776.2,,26776.2,15195.05,
0601C,92500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,48135.43,,48135.43,35595.02,
0601C,92500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,52334.54,,52334.54,33922.69,
0601C,92500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,106197.76,,68811.96,68797.24,
0601C,92500,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,8658.6,,8658.6,3034.04,
0601C,92500,12300,RESIDENCIA PERSONAL FUNCIONARIO,12644.5,,12644.5,8632.64,
0601C,92500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,155769.95,,155769.95,122398.31,
0601C,92500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,134452.78,,134452.78,101749.13,
0601C,92500,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,8129.28,,8129.28,5383.8,
0601C,92500,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,197432.27,,197432.27,189282.81,
0601C,92500,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,1190801.99,,1190801.99,1102870.07,
0601C,92500,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,500.0,,500.0,1010.86,
0601C,92500,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,482.73,
0601C,92500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2250.0,,2250.0,3713.91,
0601C,92500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,2652.0,
0601C,92500,22104,VESTUARIO,10500.0,,10500.0,227.8,
0601C,92500,22201,COMUNICACIONES POSTALES,120000.0,,118127.92,94521.83,
0601C,92500,22699,OTROS GASTOS DIVERSOS,500.0,,500.0,,
0601C,92500,22700,LIMPIEZA Y ASEO,,,,1468.62,
0601C,92500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,40250.0,,36093.54,5632.12,
0601D,34000,41000,TRANSF. CORRIENTES A LOS ORG. AUTÓNOMOS DE LA ENT. LOCAL,4491000.0,,4491000.0,4047596.49,
0601D,34000,71000,TRANSF. DE CAPITAL A LOS ORG. AUTÓNOMOS DE LA ENT. LOCAL,200000.0,,200000.0,,
0602A,13600,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,33850.0,33850.0,
0602A,21100,16105,PENSIONES A CARGO DE LA ENTIDAD LOCAL.,,,85000.0,90710.76,
0602A,23100,16000,SEGURIDAD SOCIAL,19124235.98,,19674235.98,19620911.17,
0602A,23100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,2247.0,2247.0,
0602A,43130,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,2140.0,2140.0,
0602A,91200,16205,SEGUROS,1989.26,,1989.26,1217.9,
0602A,92000,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,59423.87,,59423.87,23147.08,
0602A,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,34724.65,,34724.65,21293.95,
0602A,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,12010.27,,12010.27,27410.99,
0602A,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,87776.66,,87776.66,84616.72,
0602A,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,39946.5,,14946.5,2653.99,
0602A,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,25327.68,,25327.68,29268.97,
0602A,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,353908.2,,243908.2,196939.34,
0602A,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,95370.44,,80370.44,75229.03,
0602A,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,182075.41,,162075.41,151909.18,
0602A,92000,12104,COMPLEMENTO ESPECÍFICO VARIABLE,700000.0,,700000.0,742407.37,
0602A,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,14085.96,,14085.96,11887.07,
0602A,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,27571.01,,27571.01,19991.62,
0602A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,156320.69,,156320.69,79362.86,
0602A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,53950.08,,53950.08,53006.31,
0602A,92000,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,11588.16,,11588.16,10969.13,
0602A,92000,13103,SUSTITUCIONES I.T. PERSONAL LABORAL,15000.0,,15000.0,,
0602A,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,580453.85,,580453.85,549113.89,
0602A,92000,13506,COMPLEMENTO GARANTÍA RETRIBUT. PERSONAL PROCEDENTE DE ERELPA,7935.84,,7935.84,7671.36,
0602A,92000,13600,OTRAS RETRIBUCIONES PERSONAL LABORAL,850000.0,,850000.0,598432.49,
0602A,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,,,10628.01,7172.23,
0602A,92000,16205,SEGUROS,130000.0,,130000.0,118571.44,
0602A,92000,16208,COBERTURA PARA RIESGOS DE ACCIDENTES DE TRABAJO,18191.81,,18191.81,,
0602A,92000,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,4623.29,,4623.29,4536.45,
0602A,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,130.34,,130.34,,
0602A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,728.2,
0602A,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",2500.0,,800.0,,
0602A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2600.0,,822.5,277.67,
0602A,92000,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,84.35,
0602A,92000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",52624.75,,52624.75,51618.11,
0602A,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",29264.8,,60809.8,45074.28,
0602A,92000,22607,OPOSICIONES Y PRUEBAS SELECTIVAS,5000.0,,17000.0,19791.28,
0602A,92000,22699,OTROS GASTOS DIVERSOS,800.0,,800.0,9.99,
0602A,92000,22705,PROCESOS ELECTORALES,,,,722.0,
0602A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,29264.82,,29264.82,25322.4,
0602A,92000,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,287.8,
0602A,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,250.0,,250.0,165.01,
0602A,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,250.0,,250.0,122.07,
0602A,92000,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,353.45,
0602A,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,150.0,,150.0,94.24,
0602A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2042.0,,2042.0,405.2,
0602A,92000,35200,INTERESES DE DEMORA,,,50000.0,12154.47,
0602A,92000,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,,,623497.5,,
0602A,92000,64100,GASTOS EN APLICACIONES INFORMÁTICAS,,,3477.5,,
0602A,92000,83000,PRÉSTAMOS A CORTO PLAZO (ANTICIPOS AL PERSONAL),175000.0,,175000.0,120668.44,
0602A,92000,83100,PRÉSTAMOS A LARGO PLAZO (ANTICIPOS AL PERSONAL),290000.0,,290000.0,327890.62,
0602A,92010,12007,PREVISIÓN PAGO DE SENTENCIAS JURISD. CONTENC.-ADMINISTRATIVO,290126.77,,1014126.77,1754479.21,
0602A,92010,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,51877.77,,30137.0,30137.0,
0602A,92010,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,350000.0,,300000.0,178489.39,
0602A,92010,15100,GRATIFICACIONES,550000.0,,1108000.0,1107278.93,
0602A,92010,16207,PREMIOS REGLAMENTO,625000.0,,1502.5,1502.5,
0602A,93200,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,1112.8,1112.8,
0602B,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,112.02,,112.02,,
0602B,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,193.71,,193.71,,
0602B,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17453.52,,17453.52,15862.6,
0602B,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,5039.52,,5039.52,4681.28,
0602B,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,9142.19,,9142.19,7842.4,
0602B,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,8644.18,,8644.18,7213.65,
0602B,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,15984.64,,14732.43,14211.21,
0602B,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,236.88,,236.88,16573.46,
0602B,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,2847.89,,2847.89,2546.79,
0602B,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,119687.58,,119687.58,104160.67,
0602B,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,117907.32,,117907.32,106484.86,
0602B,92000,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,19285.2,,19285.2,11693.13,
0602B,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,85569.77,,85569.77,77700.09,
0602B,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",3500.0,,3500.0,93.09,
0602B,92000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,262.58,
0602B,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,,
0602B,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,,,,146.71,
0602B,92000,22104,VESTUARIO,419.42,,419.42,,
0602B,92000,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,1900.0,,1900.0,1186.9,
0602B,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",500.0,,500.0,,
0602B,92000,22699,OTROS GASTOS DIVERSOS,2100.0,,2100.0,,
0602B,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,27220.58,,27220.58,26352.23,
0602B,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,600.0,,600.0,,
0701A,17200,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13441.8,,1441.8,1109.05,
0701A,17200,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,,122.84,,
0701A,17200,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8726.76,,226.76,,
0701A,17200,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,60.53,,60.53,,
0701A,17200,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,14315.88,,815.88,597.1,
0701A,17200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,17949.6,,1949.6,1825.09,
0701A,17200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,18063.45,,1063.45,698.2,
0701A,17200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,38407.1,,2407.1,1532.16,
0701A,17200,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,2022.0,,522.0,61.93,
0701A,17200,12300,RESIDENCIA PERSONAL FUNCIONARIO,5189.06,,189.06,171.54,
0701A,17200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,48182.05,,46682.05,46264.71,
0701A,17200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,40870.2,,39870.2,39737.43,
0701A,17200,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,964.32,,964.32,497.54,
0701A,17200,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,75933.26,,75933.26,74533.94,
0701A,17200,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,,,120.0,120.0,
0701A,17200,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,20000.0,,20000.0,22247.45,
0701A,17200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,,
0701A,17200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1500.0,,1380.0,661.35,
0701A,17200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000.0,,5000.0,2999.85,
0701A,17200,22111,"SUMINISTROS DE REPUESTOS DE MAQ., UTILLAJE Y ELEM. TRANSP.",10000.0,,10000.0,7546.08,
0701A,17200,22199,OTROS SUMINISTROS,14000.0,,11673.77,,
0701A,17200,22602,PUBLICIDAD Y PROPAGANDA,25000.0,,8344.57,,
0701A,17200,22606,"REUNIONES, CONFERENCIAS Y CURSOS",16000.0,,16000.0,3723.6,
0701A,17200,22610,CUOTAS FEDERACIÓN DE MUNICIPIOS,3000.0,,3000.0,2700.0,
0701A,17200,22699,OTROS GASTOS DIVERSOS,2000.0,,2000.0,17998.51,
0701A,17200,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,270000.0,,270000.0,52182.3,
0701A,17200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,2000.0,,2000.0,32.81,
0701A,17200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,3000.0,,3000.0,413.5,
0701A,17200,25000,TRABAJ REALIZADOS POR ADMONES PÚBLIC Y OTRAS ENTID. PÚBLIC,30000.0,,30000.0,,
0701A,17200,41000,TRANSF. CORRIENTES A LOS ORG. AUTÓNOMOS DE LA ENT. LOCAL,275000.0,,275000.0,275000.0,
0701A,17200,61000,INVERSIONES EN TERRENOS,,14777.49,14777.49,14777.47,
0701A,17200,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,1877.94,,
0701A,17210,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,45000.0,,45000.0,32384.0,
0701B,16210,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,54955.28,,54955.28,40454.42,
0701B,16210,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,3332250.05,,3332250.05,1853064.0,
0701B,16210,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,85608.76,,85608.76,88945.49,
0701B,16210,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,1961677.21,,1961677.21,1314873.85,
0701B,16210,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,81582.83,,81582.83,1512.1,
0701B,16210,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,139730.78,,139730.78,1138384.12,
0701B,16210,13101,HORAS EXTRAORDINARIAS PERSONAL LABORAL TEMPORAL,30019.08,,30019.08,92833.73,
0701B,16210,13102,OTRAS REMUNERACIONES PERSONAL LABORAL TEMPORAL,102930.25,,102930.25,953469.88,
0701B,16210,16000,SEGURIDAD SOCIAL,1781685.58,,1781685.58,1585099.41,
0701B,16210,16205,SEGUROS,8488.4,,8488.4,,
0701B,16210,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,102516.04,,102516.04,91725.2,
0701B,16210,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,3786.0,,3786.0,3779.72,
0701B,16210,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,,,,1268.9,
0701B,16210,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,174300.0,,174300.0,373927.63,
0701B,16210,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,19400.0,,19400.0,42720.8,
0701B,16210,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",12485.0,,12485.0,2724.41,
0701B,16210,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,377689.59,,377689.59,349140.6,
0701B,16210,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,6500.0,,6500.0,4801.86,
0701B,16210,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3500.0,,3500.0,1499.2,
0701B,16210,22103,COMBUSTIBLES Y CARBURANTES,1164000.0,,1164000.0,613057.14,
0701B,16210,22104,VESTUARIO,91937.95,,91937.95,91935.93,
0701B,16210,22109,ÚTILES Y HERRAMIENTAS,16486.03,,16486.03,13648.36,
0701B,16210,22110,PRODUCTOS DE LIMPIEZA Y ASEO,10000.0,,10000.0,,
0701B,16210,22200,SERVICIOS DE TELECOMUNICACIONES,12500.0,,12500.0,2286.33,
0701B,16210,22401,PRIMAS DE SEGUROS. VEHÍCULOS,25000.0,,25000.0,,
0701B,16210,22502,TRIBUTOS DE LAS ENTIDADES LOCALES,3459554.96,3250284.69,6709839.65,7224246.12,
0701B,16210,22602,PUBLICIDAD Y PROPAGANDA,,,,15144.35,
0701B,16210,22603,PUBLICACIÓN EN DIARIOS OFICIALES,1500.0,,1500.0,1261.05,
0701B,16210,22606,"REUNIONES, CONFERENCIAS Y CURSOS",32500.0,,32500.0,3450.0,
0701B,16210,22699,OTROS GASTOS DIVERSOS,8200.0,,8200.0,180.0,
0701B,16210,22701,SEGURIDAD,162243.84,,162243.84,67378.66,
0701B,16210,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,,,,41106.49,
0701B,16210,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4784842.88,,4784842.88,4140794.66,
0701B,16210,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,153.5,
0701B,16210,23010,DIETAS DEL PERSONAL DIRECTIVO,150.0,,150.0,240.68,
0701B,16210,23020,DIETAS DEL PERSONAL NO DIRECTIVO,,,,,
0701B,16210,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,71.39,
0701B,16210,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,150.0,,150.0,126.34,
0701B,16210,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,,,,285.45,
0701B,16210,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",31200.0,,31200.0,,
0701B,16210,62500,MOBILIARIO,6000.0,,,,
0701B,16210,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,,
0701B,16300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,4294528.07,,4294528.07,2417363.65,
0701B,16300,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,156404.92,,156404.92,136476.71,
0701B,16300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,2479802.06,,2479802.06,1345720.66,
0701B,16300,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,116150.0,,116150.0,95.45,
0701B,16300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,438917.56,,538917.56,2691112.69,
0701B,16300,13101,HORAS EXTRAORDINARIAS PERSONAL LABORAL TEMPORAL,56166.75,,56166.75,146423.43,
0701B,16300,13102,OTRAS REMUNERACIONES PERSONAL LABORAL TEMPORAL,367267.08,,467267.08,2303348.09,
0701B,16300,16000,SEGURIDAD SOCIAL,2675659.82,,2675659.82,2726078.88,
0701B,16300,16205,SEGUROS,8488.4,,8488.4,,
0701B,16300,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,10712.1,
0701B,16300,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,48146.51,,48146.51,42345.19,
0701B,16300,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,82200.0,,82200.0,30313.6,
0701B,16300,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,18800.0,,18800.0,10531.86,
0701B,16300,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",6300.0,,6300.0,4305.14,
0701B,16300,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,238688.06,,238688.06,204186.01,
0701B,16300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,6165.0,,6165.0,,
0701B,16300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,11000.0,,11000.0,949.29,
0701B,16300,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",450.0,,450.0,,
0701B,16300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3500.0,,3500.0,,
0701B,16300,22103,COMBUSTIBLES Y CARBURANTES,92408.0,,92408.0,67277.42,
0701B,16300,22104,VESTUARIO,123382.9,,123382.9,123360.38,
0701B,16300,22109,ÚTILES Y HERRAMIENTAS,20340.1,,20340.1,9276.26,
0701B,16300,22110,PRODUCTOS DE LIMPIEZA Y ASEO,60704.0,,60704.0,37204.01,
0701B,16300,22401,PRIMAS DE SEGUROS. VEHÍCULOS,25000.0,,25000.0,28479.9,
0701B,16300,22603,PUBLICACIÓN EN DIARIOS OFICIALES,1500.0,,1500.0,1885.93,
0701B,16300,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",34936.0,,34936.0,23038.43,
0701B,16300,22606,"REUNIONES, CONFERENCIAS Y CURSOS",32500.0,,32500.0,4500.0,
0701B,16300,22699,OTROS GASTOS DIVERSOS,14509.6,,14509.6,1012.0,
0701B,16300,22700,LIMPIEZA Y ASEO,,,,53609.54,
0701B,16300,22701,SEGURIDAD,107574.72,,107574.72,59992.41,
0701B,16300,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,,,,,
0701B,16300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,8733902.82,,8733902.82,8234362.0,
0701B,16300,23010,DIETAS DEL PERSONAL DIRECTIVO,150.0,,150.0,,
0701B,16300,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,150.0,,150.0,,
0701B,16300,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",10400.0,,10400.0,2156.39,
0701B,16300,62500,MOBILIARIO,6000.0,,,,
0701B,16300,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,350.0,,350.0,,
0701B,16300,63300,"REPOSICIÓN DE MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",18000.0,,18000.0,,
0701B,16301,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,402321.75,,402321.75,92525.83,
0701B,16301,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,16272.24,,16272.24,1986.78,
0701B,16301,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,450958.89,,450958.89,110112.05,
0701B,16301,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,76760.0,,76760.0,3996.27,
0701B,16301,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,24045.82,,24045.82,201766.5,
0701B,16301,13101,HORAS EXTRAORDINARIAS PERSONAL LABORAL TEMPORAL,2236.79,,2236.79,5269.17,
0701B,16301,13102,OTRAS REMUNERACIONES PERSONAL LABORAL TEMPORAL,31633.79,,31633.79,250580.25,
0701B,16301,16000,SEGURIDAD SOCIAL,392489.01,,392489.01,185172.39,
0701B,16301,16205,SEGUROS,3923.85,,3923.85,,
0801A,13000,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,57570.0,,57570.0,54955.18,
0801A,91200,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,348.93,
0801A,91200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,100.0,,100.0,551.26,
0801A,91200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",885.0,,885.0,,
0801A,91200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,684.0,,684.0,844.54,
0801A,91200,22201,COMUNICACIONES POSTALES,450.0,,450.0,,
0801A,91200,22202,COMUNICACIONES TELEGRÁFICAS,355.0,,355.0,,
0801A,91200,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,1270.0,,1270.0,19233.25,
0801A,91200,22602,PUBLICIDAD Y PROPAGANDA,,,,274.99,
0801A,91200,22606,"REUNIONES, CONFERENCIAS Y CURSOS",5060.0,,5060.0,,
0801A,91200,22610,CUOTAS FEDERACION DE MUNICIPIOS,21565.72,,21565.72,21522.53,
0801A,91200,22611,CUOTAS CONFERENCIA CIUDADES ARCO ATLÁNTICO,5684.0,,5684.0,5684.0,
0801A,91200,22613,CUOTAS UNICEF,3000.0,,3000.0,3000.0,
0801A,91200,22699,OTROS GASTOS DIVERSOS,54376.28,,54376.28,12855.13,
0801A,91200,22703,SERVICIOS POSTALES Y MENSAJERÍA,170.0,,170.0,,
0801A,91200,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,20000.0,,20000.0,64275.3,
0801A,91200,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,3800.0,,3800.0,,
0801A,91200,23010,DIETAS DEL PERSONAL DIRECTIVO,3400.0,,3400.0,53.34,
0801A,91200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1800.0,,1800.0,,
0801A,91200,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2900.0,,2900.0,,
0801A,91200,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,2500.0,,2500.0,144.78,
0801A,91200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2000.0,,2000.0,,
0801A,91200,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,47500.0,,28000.0,10000.0,
0801A,91200,48905,OTRAS TRANSFERENCIAS. CASA DE ÁFRICA,180000.0,,180000.0,180000.0,
0801A,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,40441.12,,40441.12,40436.98,
0801B,92000,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,,,5000.0,,
0801B,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000.0,,1000.0,,
