#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
0601B,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,35243.16,0,35243.16,17429.85
0601B,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,5600.76,0,5600.76,12772.94
0601B,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,3951.58,0,3951.58,2271.95
0601B,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,195251.16,0,195251.16,193795.43
0601B,92000,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,5874.6,0,5874.6,5078.69
0601B,92000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,216.11
0601B,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000,0,1000,0
0601B,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500,0,500,760
0601B,92000,22610,CUOTAS FEDERACION DE MUNICIPIOS,0,0,0,3000
0601B,92000,22699,OTROS GASTOS DIVERSOS,12000,0,12000,0
0601B,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,179219.69,100000,279219.69,288715.68
0601B,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500,0,500,0
0601C,92310,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,36361.5,0,36361.5,35232.79
0601C,92310,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,12710.25,0,12710.25,7335.72
0601C,92310,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,12122.16,0,12122.16,11998.35
0601C,92310,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,21476.85,0,21476.85,19287.69
0601C,92310,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,26079.09,0,26079.09,22814.4
0601C,92310,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,47601.68,0,47601.68,42682.09
0601C,92310,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,17376.72,0,17376.72,17001.16
0601C,92310,12300,RESIDENCIA PERSONAL FUNCIONARIO,7858.83,0,7858.83,6823.24
0601C,92310,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,101711.76,0,101711.76,102741.23
0601C,92310,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,113186.16,0,113186.16,110610.5
0601C,92310,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,13707.6,0,13707.6,11665.54
0601C,92310,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,10000,0,10000,7781.5
0601C,92310,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,20000,-2490,17510,2615.51
0601C,92310,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,15000,0,15000,0
0601C,92310,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3000,0,3000,4572.65
0601C,92310,22602,PUBLICIDAD Y PROPAGANDA,0,0,0,5055.75
0601C,92310,22606,"REUNIONES, CONFERENCIAS Y CURSOS",0,0,0,0
0601C,92310,22699,OTROS GASTOS DIVERSOS,3500,0,3500,0
0601C,92310,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,22000,0,22000,0
0601C,92310,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,43000,-18874.9,24125.1,251.18
0601C,92310,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500,0,500,0
0601C,92500,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13441.8,0,13441.8,13576.32
0601C,92500,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23245.68,0,23245.68,22509.67
0601C,92500,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,18907.98,0,18907.98,17628.24
0601C,92500,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,22999.5,0,22999.5,605.25
0601C,92500,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,13849,0,13849,13428
0601C,92500,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,21072.6,0,21072.6,20531.63
0601C,92500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,44423.08,0,44423.08,35385.73
0601C,92500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,57825.49,0,57825.49,44640.31
0601C,92500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,112448.28,0,112448.28,93440.28
0601C,92500,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,1806.96,0,1806.96,1817.02
0601C,92500,12300,RESIDENCIA PERSONAL FUNCIONARIO,14295.02,0,14295.02,10377.83
0601C,92500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,129164.42,0,129164.42,97825.42
0601C,92500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,118984.45,0,118984.45,86943.39
0601C,92500,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,4336.08,0,4336.08,4112.71
0601C,92500,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,212826.72,0,212826.72,203703.84
0601C,92500,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,1185716.04,0,1185716.04,1090320.67
0601C,92500,13506,COMPLEMENTO GARANTÍA RETRIBUT. PERSONAL PROCEDENTE DE ERELPA,5314.44,0,5314.44,4766.12
0601C,92500,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,29050.56,0,29050.56,23889.5
0601C,92500,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACIÓN,3000,0,3000,0
0601C,92500,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,500,0,500,0
0601C,92500,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,2823.39
0601C,92500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2250,0,2250,3552.94
0601C,92500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000,0,1000,1954.89
0601C,92500,22104,VESTUARIO,7500,0,7500,7586.72
0601C,92500,22201,COMUNICACIONES POSTALES,120000,-11925.38,108074.62,112893.83
0601C,92500,22699,OTROS GASTOS DIVERSOS,500,0,500,56
0601C,92500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,40250,0,40250,0
0601D,34000,41000,TRANSF. CORRIENTES A LOS ORG. AUTÓNOMOS DE LA ENT. LOCAL,4826833.78,0,4826833.78,4412813.62
0601D,34000,71000,TRANSFERENCIAS DE CAPITAL A ORG. AUTÓNOMOS DE LA ENT. LOCAL,100000,0,100000,100000
0602A,13600,22606,"REUNIONES, CONFERENCIAS Y CURSOS",0,22500,22500,0
0602A,21100,16105,PENSIONES A CARGO DE LA ENTIDAD LOCAL,90710.26,0,90710.26,84246.51
0602A,23100,16000,SEGURIDAD SOCIAL,19434271.03,0,19434271.03,19283812.98
0602A,91200,16205,SEGUROS,1989.26,0,1989.26,3283.9
0602A,92000,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,58458.72,0,58458.72,59251.07
0602A,92000,10900,INCREMENTO RETRIBUCIONES 1% 2017,15097.68,0,15097.68,0
0602A,92000,11900,INCREMENTO RETRIBUCIONES 1% 2017,4950.72,0,4950.72,0
0602A,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,47046.3,0,47046.3,38393.26
0602A,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,36805.66,0,36805.66,23478.24
0602A,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,103266.66,0,103266.66,86783.38
0602A,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,45393.75,0,45393.75,14569.04
0602A,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,37302.12,0,37302.12,34994.58
0602A,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,102340.77,0,102340.77,73962.97
0602A,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,133424.25,0,133424.25,94945.8
0602A,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,258857.04,0,258857.04,191727.66
0602A,92000,12104,COMPLEMENTO ESPECÍFICO VARIABLE,700000,0,700000,786467.27
0602A,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,12487.56,0,12487.56,22173.76
0602A,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,36454.89,0,36454.89,25621.29
0602A,92000,12900,INCREMENTO RETRIBUCIONES 1% 2017,289733.71,0,289733.71,0
0602A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,38556.96,0,38556.96,38577.65
0602A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,33122.64,0,33122.64,33181.93
0602A,92000,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,7858.08,0,7858.08,7612.19
0602A,92000,13103,SUSTITUCIONES I.T. PERSONAL LABORAL,15000,0,15000,0
0602A,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,579558.48,0,579558.48,550328.77
0602A,92000,13506,COMPLEMENTO GARANTÍA RETRIBUT. PERSONAL PROCEDENTE DE ERELPA,12189.12,0,12189.12,11507
0602A,92000,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,8497.56,0,8497.56,56777.42
0602A,92000,13900,INCREMENTO RETRIBUCIONES 1% 2017,193936.6,0,193936.6,0
0602A,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,350000,-197389.43,152610.57,8242.51
0602A,92000,16204,ACCIÓN SOCIAL,0,997500,997500,0
0602A,92000,16205,SEGUROS,130000,0,130000,98935.78
0602A,92000,16208,COBERTURA PARA RIESGOS DE ACCIDENTES DE TRABAJO,18191.81,-5331.95,12859.86,0
0602A,92000,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,4623.29,468.66,5091.95,0
0602A,92000,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,0
0602A,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,130.34,0,130.34,0
0602A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500,0,500,299.6
0602A,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",800,0,800,5867.32
0602A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000,-1582,418,532.32
0602A,92000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",44720.68,0,44720.68,33710.11
0602A,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",41420.27,2140,43560.27,44835.78
0602A,92000,22607,OPOSICIONES Y PRUEBAS SELECTIVAS,5000,145000,150000,23308.25
0602A,92000,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,10697.91
0602A,92000,22699,OTROS GASTOS DIVERSOS,500,0,500,22723.38
0602A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,28855.42,12355.94,41211.36,19273.29
0602A,92000,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,0,0,0,50
0602A,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,250,0,250,995.05
0602A,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,250,0,250,0
0602A,92000,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,0,0,0,71.35
0602A,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,150,0,150,1079.58
0602A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,800,0,800,231.12
0602A,92000,35200,INTERESES DE DEMORA,0,85000,85000,58325.91
0602A,92000,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,997500,-997500,0,0
0602A,92000,83000,PRÉSTAMOS A CORTO PLAZO (ANTICIPOS AL PERSONAL),175000,0,175000,130092.43
0602A,92000,83100,PRÉSTAMOS A LARGO PLAZO (ANTICIPOS AL PERSONAL),290000,0,290000,332020.07
0602A,92010,12007,PREVISIÓN PAGO DE SENTENCIAS JURISD. CONTENC.-ADMINISTRATIVO,300000,0,300000,1728772.4
0602A,92010,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,51877.77,0,51877.77,6553.89
0602A,92010,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,350000,-50000,300000,81544.79
0602A,92010,15100,GRATIFICACIONES,1000000,822335.6,1822335.6,1822286.16
0602B,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,1120.15,0,1120.15,0
0602B,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,1937.14,0,1937.14,0
0602B,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,4363.38,0,4363.38,2459.27
0602B,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,0,0,0,723.62
0602B,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,2834.19,0,2834.19,275.08
0602B,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,3739.21,0,3739.21,1341.98
0602B,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,7390.68,0,7390.68,2203.53
0602B,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,1157.02,0,1157.02,394.85
0602B,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,95422.68,0,95422.68,95827.85
0602B,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,104446.8,0,104446.8,104620.53
0602B,92000,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,12158.76,0,12158.76,10347.6
0602B,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,84138,0,84138,84672.8
0602B,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",3500,0,3500,0
0602B,92000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,0
0602B,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500,0,500,1125.39
0602B,92000,22104,VESTUARIO,419.42,0,419.42,157.8
0602B,92000,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,1900,0,1900,666.65
0602B,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",500,0,500,0
0602B,92000,22699,OTROS GASTOS DIVERSOS,2100,0,2100,0
0602B,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,27220.58,5331.95,32552.53,7530.86
0602B,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,600,0,600,0
0701A,17200,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13441.8,0,13441.8,13576.32
0701A,17200,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,1937.14,0,1937.14,0
0701A,17200,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,605.25,0,605.25,0
0701A,17200,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,4652.64,0,4652.64,4700.16
0701A,17200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,7314.78,0,7314.78,6430.7
0701A,17200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,9658.55,0,9658.55,7889.01
0701A,17200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,21052.24,0,21052.24,18759.84
0701A,17200,12300,RESIDENCIA PERSONAL FUNCIONARIO,2458.55,0,2458.55,2100
0701A,17200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,61783.44,0,61783.44,61217.65
0701A,17200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,54330.72,0,54330.72,53657.7
0701A,17200,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,1525.32,0,1525.32,1177.49
0701A,17200,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,36337.2,0,36337.2,38995.32
0701A,17200,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,20000,0,20000,15097.46
0701A,17200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1500,0,1500,0
0701A,17200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1500,0,1500,0
0701A,17200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000,0,5000,4897.21
0701A,17200,22103,COMBUSTIBLES Y CARBURANTES,2000,0,2000,0
0701A,17200,22104,VESTUARIO,4000,0,4000,803.1
0701A,17200,22111,"SUMINISTROS DE REPUESTOS DE MAQ., UTILLAJE Y ELEM. TRANSP.",10000,0,10000,0
0701A,17200,22199,OTROS SUMINISTROS,14000,0,14000,0
0701A,17200,22602,PUBLICIDAD Y PROPAGANDA,15000,0,15000,492.2
0701A,17200,22603,PUBLICACIÓN EN DIARIOS OFICIALES,3000,0,3000,0
0701A,17200,22606,"REUNIONES, CONFERENCIAS Y CURSOS",16000,0,16000,0
0701A,17200,22610,CUOTAS FEDERACIÓN DE MUNICIPIOS,2000,0,2000,300
0701A,17200,22699,OTROS GASTOS DIVERSOS,0,0,0,9017.16
0701A,17200,22701,SEGURIDAD,12000,0,12000,2065.57
0701A,17200,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,270000,0,270000,124835.4
0701A,17200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,5500,0,5500,676.98
0701A,17200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,6500,0,6500,383.57
0701A,17200,41000,TRANSF. CORRIENTES A LOS ORG. AUTÓNOMOS DE LA ENT. LOCAL,374000,0,374000,374000
0701A,17210,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,59000,0,59000,54338.99
0701B,16210,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,54955.28,0,54955.28,26104.86
0701B,16210,11900,INCREMENTO RETRIBUCIONES 1% 2017,549.55,0,549.55,0
0701B,16210,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,3575655.68,0,3575655.68,1766501.2
0701B,16210,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,10619.07,30000,40619.07,98629.51
0701B,16210,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,2344800.82,-30000,2314800.82,1387785.72
0701B,16210,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,96565.84,0,96565.84,36676.8
0701B,16210,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,139730.78,0,139730.78,1159244.94
0701B,16210,13101,HORAS EXTRAORDINARIAS PERSONAL LABORAL TEMPORAL,10019.08,0,10019.08,92283.88
0701B,16210,13102,OTRAS REMUNERACIONES PERSONAL LABORAL TEMPORAL,78398.33,0,78398.33,1097161.12
0701B,16210,13900,INCREMENTO RETRIBUCIONES 1% 2017,81681.25,0,81681.25,0
0701B,16210,16000,SEGURIDAD SOCIAL,1927318.3,0,1927318.3,1576690.3
0701B,16210,16205,SEGUROS,8488.4,0,8488.4,0
0701B,16210,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,96236.88,0,96236.88,76982.93
0701B,16210,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,4500,0,4500,990.05
0701B,16210,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,0
0701B,16210,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,0,0,0,498.5
0701B,16210,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,160000,-152653.85,7346.15,0
0701B,16210,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,115750,0,115750,7367.78
0701B,16210,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",15498.52,0,15498.52,11432.95
0701B,16210,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,398903.38,0,398903.38,346727.63
0701B,16210,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,4875,0,4875,3885.17
0701B,16210,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,7000,0,7000,2438.27
0701B,16210,22103,COMBUSTIBLES Y CARBURANTES,768243.15,0,768243.15,401891.37
0701B,16210,22104,VESTUARIO,105127.97,0,105127.97,65065.34
0701B,16210,22109,ÚTILES Y HERRAMIENTAS,18850.76,0,18850.76,13213.5
0701B,16210,22110,PRODUCTOS DE LIMPIEZA Y ASEO,12205.75,0,12205.75,4963.84
0701B,16210,22199,OTROS SUMINISTROS,0,0,0,0
0701B,16210,22200,SERVICIOS DE TELECOMUNICACIONES,8000,0,8000,2155.48
0701B,16210,22401,PRIMAS DE SEGUROS. VEHÍCULOS,36000,0,36000,0
0701B,16210,22502,TRIBUTOS DE LAS ENTIDADES LOCALES,3497181.79,0,3497181.79,3863135.15
0701B,16210,22602,PUBLICIDAD Y PROPAGANDA,100000,-7300,92700,1230.5
0701B,16210,22603,PUBLICACIÓN EN DIARIOS OFICIALES,4000,0,4000,1307.85
0701B,16210,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",0,0,0,800
0701B,16210,22606,"REUNIONES, CONFERENCIAS Y CURSOS",20000,0,20000,3300
0701B,16210,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,169652.36
0701B,16210,22699,OTROS GASTOS DIVERSOS,9700,-5412,4288,0
0701B,16210,22701,SEGURIDAD,91819.11,0,91819.11,0
0701B,16210,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,75000,0,75000,32480.98
0701B,16210,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4266576.76,0,4266576.76,3850229.78
0701B,16210,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,0,0,0,309.05
0701B,16210,23010,DIETAS DEL PERSONAL DIRECTIVO,800,0,800,0
0701B,16210,23020,DIETAS DEL PERSONAL NO DIRECTIVO,800,0,800,122.07
0701B,16210,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,0,0,0,177.57
0701B,16210,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,800,0,800,0
0701B,16210,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,800,0,800,0
0701B,16210,35200,INTERESES DE DEMORA,775,0,775,2.58
0701B,16210,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",31200,0,31200,0
0701B,16210,62400,ELEMENTOS DE TRANSPORTE,400000,417985.04,817985.04,0
0701B,16210,62900,EQUIPOS DE TRANSMISIONES,0,0,0,0
0701B,16300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,4224363.4,0,4224363.4,2224832.24
0701B,16300,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,156404.92,40000,196404.92,129424.99
0701B,16300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,2514040.12,-40000,2474040.12,1427617.97
0701B,16300,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,119537.88,0,119537.88,0
0701B,16300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,507652.44,0,507652.44,2764459.91
0701B,16300,13101,HORAS EXTRAORDINARIAS PERSONAL LABORAL TEMPORAL,33452.62,0,33452.62,164960.17
0701B,16300,13102,OTRAS REMUNERACIONES PERSONAL LABORAL TEMPORAL,347208.74,0,347208.74,2454227.82
0701B,16300,13900,INCREMENTO RETRIBUCIONES 1% 2017,105749.32,0,105749.32,0
0701B,16300,16000,SEGURIDAD SOCIAL,2675659.82,0,2675659.82,2692658.86
0701B,16300,16205,SEGUROS,8488.4,0,8488.4,0
0701B,16300,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,0
0701B,16300,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,57216.72,0,57216.72,46204.73
0701B,16300,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,680000,-678746.92,1253.08,963
0701B,16300,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,115250,0,115250,4399.34
0701B,16300,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",560,0,560,3686.62
0701B,16300,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,233317.69,0,233317.69,202539.55
0701B,16300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,9500,0,9500,4373.57
0701B,16300,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,1435.06
0701B,16300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,8250,0,8250,4471.66
0701B,16300,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",450,0,450,898.8
0701B,16300,22103,COMBUSTIBLES Y CARBURANTES,83354.61,0,83354.61,8352.6
0701B,16300,22104,VESTUARIO,137181.47,0,137181.47,87180.59
0701B,16300,22109,ÚTILES Y HERRAMIENTAS,5340.1,0,5340.1,5333.4
0701B,16300,22110,PRODUCTOS DE LIMPIEZA Y ASEO,83255.52,0,83255.52,34540.23
0701B,16300,22199,OTROS SUMINISTROS,0,0,0,0
0701B,16300,22401,PRIMAS DE SEGUROS. VEHICULOS,0,0,0,0
0701B,16300,22602,PUBLICIDAD Y PROPAGANDA,100000,-1200,98800,0
0701B,16300,22603,PUBLICACIÓN EN DIARIOS OFICIALES,4000,0,4000,736.7
0701B,16300,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",35000,0,35000,9251.06
0701B,16300,22606,"REUNIONES, CONFERENCIAS Y CURSOS",21000,0,21000,0
0701B,16300,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,140437.97
0701B,16300,22699,OTROS GASTOS DIVERSOS,22000,-6000,16000,8044.96
0701B,16300,22700,LIMPIEZA Y ASEO,50000,0,50000,0
0701B,16300,22701,SEGURIDAD,91819.11,0,91819.11,0
0701B,16300,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,63000,0,63000,19260
0701B,16300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,8507635.71,0,8507635.71,8179229.24
0701B,16300,23010,DIETAS DEL PERSONAL DIRECTIVO,800,0,800,0
0701B,16300,23020,DIETAS DEL PERSONAL NO DIRECTIVO,800,0,800,0
0701B,16300,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,800,0,800,0
0701B,16300,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,800,0,800,0
0701B,16300,35200,INTERESES DE DEMORA,775,5000,5775,2678.3
